property_name,preferred_plus_property,property_stars,property_address,dist_from_center,metro_access,booking_reviews,user_reviews,room_type,bed_type,sus_property_type,property_rating,price_per_night,breakfast_included,free_cancellation_no_prepayment
Hôtel Jarry Confort,0,1,"10th arr., Paris",2.0,1,Review score ,"2,964",Quadruple Room with Bath,2 double beds,0,6.1,105,False,False
Hôtel Opéra Dieppe,0,3,"9th arr., Paris",2.9,1,Review score ,272,Twin Room,2 single beds,0,6.4,107,False,False
Hôtel Thoumieux,1,4,"7th arr., Paris",3.2,1,Very good ,288,Small Double Room,1 double bed,0,8.4,221,False,False
Hôtel Média,0,No Rating available,"13th arr., Paris",2.2,1,Review score ,"1,292",Deluxe Double Room with Bath,1 large double bed,0,6.1,85,False,False
Appartement Douillet proche Arc Triomphe - 2P,0,3,"17th arr., Paris",4.5,0,Good ,6,One-Bedroom Apartment,Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 20m²1 double bed,0,7.0,125,False,False
Hotel Hauteville Opera,1,3,"10th arr., Paris",1.9,1,Review score ,729,Double or Twin Room,1 double bed,0,6.8,154,False,False
Hôtel Alfred Sommier,1,5,"8th arr., Paris",2.6,1,Very good ,"1,343",Double Superior,1 large double bed,0,8.5,506,False,False
Mercure Paris Bastille Marais,1,4,"11th arr., Paris",2.1,1,Very good ,627,Classic Twin Room,2 single beds,1,8.0,204,False,False
Hotel du Globe 18,0,2,"18th arr., Paris",3.6,1,Review score ,737,Double Room,1 double bed,0,6.3,72,False,False
Hôtel Stanislas sans ascenseur,0,2,"6th arr., Paris",2.1,1,Review score ,492,Standard Double Room,1 double bed,0,6.8,87,False,False
Hotel Le Faubourg Opera,0,2,"9th arr., Paris",2.0,1,Review score ,"2,758",Duplex Room or Quadruple Room,Multiple bed types,0,5.9,143,True,False
Kube Hotel Paris - Ice Bar,1,4,"18th arr., Paris",3.4,1,Good ,"1,006",Kube Double or Twin Room,Beds: 1 double or 2 singles,0,7.3,225,True,False
ibis Paris La Villette Cité des Sciences 19ème,0,3,"19th arr., Paris",4.6,1,Good ,792,Standard Room with 2 Single Beds,2 single beds,1,7.4,129,False,False
Appart’City Confort Paris Grande Bibliothèque,1,4,"13th arr., Paris",3.8,0,Good ,"1,073",Double Studio,Entire studio • 1 bathroom • 1 kitchen • 20m²1 double bed,1,7.1,162,False,False
Hôtel de Lille,1,4,"7th arr., Paris",1.6,1,Fabulous ,497,Executive Double Room,1 large double bed,1,8.8,318,False,False
Babel Belleville,1,No Rating available,"20th arr., Paris",2.6,1,Superb ,667,Double Room,1 double bed,1,9.0,205,True,False
Hôtel Les Deux Girafes,0,4,"11th arr., Paris",1.9,1,Superb ,529,Standard Double Room,Beds: 1 double or 2 singles,0,9.0,212,False,False
Mama Shelter Paris West,0,3,"15th arr., Paris",5.3,1,Very good ,"1,247",Medium Mama Double Room,1 double bed,0,8.5,193,False,False
Hôtel Napoleon Paris,1,5,"8th arr., Paris",4.4,1,Very good ,299,Superior Room,1 large double bed,1,8.4,472,False,False
Renaissance Paris Republique Hotel & Spa,1,5,"10th arr., Paris",1.5,1,Very good ,257,Paris Style Room with One Queen Bed,1 large double bed,1,8.5,386,False,False
Castille Paris – Starhotels Collezione,1,5,"1st arr., Paris",2.2,1,Very good ,513,Superior Room,1 double bed,0,8.3,498,False,False
Hôtel Da Vinci & Spa,1,4,"6th arr., Paris",1.4,1,Fabulous ,607,Standard Double Room,1 double bed,0,8.6,246,False,False
Hôtel Mathis Elysées,1,4,"8th arr., Paris",3.3,0,Fabulous ,656,Junior Suite with Balcony,"Private suite2 beds (1 single, 1 large double)",0,8.6,500,False,False
Hôtel Viator,0,1,"17th arr., Paris",4.4,1,Review score ,885,Double Room with Private Bathroom,1 double bed,0,5.6,95,False,False
Longchamp Elysées,1,3,"16th arr., Paris",4.9,1,Very good ,912,Double Room,Beds: 1 double or 2 singles,1,8.4,210,False,False
Grand Hotel Chicago,1,4,"17th arr., Paris",3.9,1,Very good ,717,Classic Room,Beds: 1 double or 2 singles,0,8.4,195,False,False
Aloha Hostel - Auberge de Jeunesse -,0,No Rating available,"15th arr., Paris",3.8,1,Review score ,"1,598",Twin Room,2 bunk beds,0,6.4,73,True,False
Mama Shelter Paris East,0,2,"20th arr., Paris",3.8,0,Very good ,"1,176",Medium Mama Double Room,1 double bed,0,8.0,171,False,False
Hotel Alhambra,1,3,"11th arr., Paris",1.5,1,Very good ,"3,002",Superior Double Room,1 large double bed,1,8.1,153,False,False
Sofitel Paris Arc De Triomphe,1,5,"8th arr., Paris",4.2,1,Fabulous ,534,Superior Queen Room,1 large double bed,0,8.6,518,False,False
Hotel Montaigne,1,5,"8th arr., Paris",3.6,1,Good ,237,Classic Double Room,1 extra-large double bed,0,7.8,465,False,False
Hôtel Belloy Saint Germain,0,4,"6th arr., Paris",1.0,1,Good ,424,Standard Double Room,1 double bed,0,7.9,179,False,False
Baba Hotel,0,No Rating available,"18th arr., Paris",4.3,1,Good ,75,Economy Double Room,1 large double bed,0,7.9,127,False,False
Appartement au coeur du Paris.,0,3,"1st arr., Paris",0.8,0,Good ,253,Duplex Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 25m²2 beds (1 extra-large double, 1 sofa bed)",0,7.7,115,False,False
Majestic Hotel Spa - Champs Elysées,1,5,"16th arr., Paris",4.5,1,Very good ,639,Classic Room,Beds: 1 double or 2 singles,0,8.1,428,False,False
La Chambre du Marais,1,4,"3rd arr., Paris",1.0,0,Superb ,335,Junior Suite with Bath,Private suite1 large double bed,0,9.0,557,False,False
Hipotel Lilas Gambetta,0,2,"20th arr., Paris",4.4,1,Good ,953,Double Room,1 double bed,0,7.7,77,False,False
Canopy By Hilton Paris Trocadero,1,4,"16th arr., Paris",4.9,1,Very good ,250,King Room,1 extra-large double bed,1,8.5,461,False,False
Hôtel La Comtesse,0,4,"7th arr., Paris",3.3,1,Fabulous ,752,Double Room Marquise - Eiffel Tower Side View,Multiple bed types,0,8.9,305,False,False
Hôtel Regina Louvre,1,5,"1st arr., Paris",1.6,1,Fabulous ,678,Superior Room (Cosy),1 double bed,0,8.8,553,False,False
"Maison Astor Paris, Curio Collection by Hilton",1,4,"8th arr., Paris",3.0,1,Very good ,136,Classic Room,1 double bed,1,8.1,405,False,False
Hôtel Regina Louvre,1,5,"1st arr., Paris",1.6,1,Fabulous ,678,Superior Room (Cosy),1 double bed,0,8.8,553,False,False
"Maison Astor Paris, Curio Collection by Hilton",1,4,"8th arr., Paris",3.0,1,Very good ,136,Classic Room,1 double bed,1,8.1,405,False,False
Hôtel de Banville,1,4,"17th arr., Paris",5.3,0,Fabulous ,839,Classic Double or Twin Room,Beds: 1 double or 2 singles,0,8.6,276,False,False
La Villa Maillot,1,4,"16th arr., Paris",5.4,1,Very good ,742,Deluxe Triple Room,Multiple bed types,0,8.4,410,False,False
Hôtel de l'Europe,0,No Rating available,"17th arr., Paris",4.4,1,Review score ,252,Double Room,1 double bed,0,5.1,77,False,False
APPARTEMENT CONTEMPORAIN RÉPUBLIQUE - TEMPLE,0,3,"11th arr., Paris",1.5,0,Fabulous ,9,Apartment - Ground Floor,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 23m²2 beds (1 double, 1 sofa bed)",0,8.7,130,False,False
Quinzerie hôtel,1,4,"15th arr., Paris",5.4,1,Superb ,97,Double or Twin Room,"3 beds (2 singles, 1 large double)",1,9.2,257,False,False
Sofitel Paris Baltimore Tour Eiffel,1,5,"16th arr., Paris",4.7,1,Very good ,356,Superior Room with 1 Queen Bed,1 large double bed,1,8.1,478,False,False
Maison Souquet,1,5,"9th arr., Paris",3.3,1,Superb ,387,Deluxe Double Room with Private Access to Pool and Spa,1 large double bed,1,9.2,408,False,False
Hotel Des Arts,0,1,"9th arr., Paris",2.4,1,Review score ,717,Double Room with Shower,1 double bed,0,4.1,62,False,False
"Niepce Paris, Curio Collection By Hilton",1,4,"14th arr., Paris",3.4,1,Fabulous ,133,Queen Room,1 large double bed,1,8.9,286,False,False
Apartments WS Champs-Elysées - Colomb,1,3,"8th arr., Paris",4.1,1,Very good ,278,Studio with Balcony,Entire studio • 1 bathroom • 14m²1 double bed,0,8.2,173,False,False
Mercure Paris Porte De Versailles Expo,0,4,Paris,5.5,0,Very good ,"1,442",Standard Double Room,1 double bed,1,8.2,194,False,False
Meliá Paris Vendôme,1,4,"1st arr., Paris",2.2,1,Very good ,330,Melia Double Room,1 large double bed,1,8.0,300,False,False
Hotel Regina Montmartre,0,3,"18th arr., Paris",3.0,0,Review score ,962,Deluxe Suite,Private suite1 large double bed,0,5.0,132,False,False
SCRIBE STUDIO Superbe appartement proche Opéra Garnier - 2p,0,No Rating available,"9th arr., Paris",2.3,0,Good ,22,Studio Apartment,Entire apartment • 1 bathroom • 1 kitchen1 sofa bed,0,7.3,125,False,False
Fauchon l'Hôtel Paris,1,5,"8th arr., Paris",2.6,1,Superb ,705,Classic Double Room,1 large double bed,1,9.3,635,False,False
Modern's Hotel,0,No Rating available,"12th arr., Paris",1.8,1,Review score ,"1,077",Standard Double Room,1 double bed,0,3.4,121,False,False
Sinner Paris,1,5,"3rd arr., Paris",0.9,1,Fabulous ,414,Classic Room,1 large double bed,1,8.7,528,False,False
Régence Etoile,1,4,"17th arr., Paris",4.8,1,Very good ,"1,007",Two Connecting Double Rooms,Multiple bed types,1,8.5,390,False,True
ibis Maine Montparnasse,0,3,"14th arr., Paris",3.3,1,Good ,"1,099",Standard Twin Room,2 single beds,0,7.5,146,False,False
Hyatt Regency Paris Etoile,0,4,"17th arr., Paris",5.5,1,Very good ,"3,313",King Room - Eiffel Tower view,1 large double bed,1,8.3,356,False,False
Edouard 7 Paris Opéra,1,4,"2nd arr., Paris",1.9,1,Fabulous ,461,Deluxe Room,Beds: 1 double or 2 singles,0,8.6,535,False,False
Le Cinq Codet,1,5,"7th arr., Paris",3.2,0,Fabulous ,322,Classic Double Room,1 large double bed,1,8.9,379,False,False
Absolute Hotel Paris République,1,No Rating available,"11th arr., Paris",1.8,1,Good ,"2,428",Urban Double Room ,1 large double bed,0,7.1,103,False,False
Grand Hotel Francais,1,3,"11th arr., Paris",2.9,0,Very good ,466,Standard Double Room,1 double bed,1,8.5,124,False,False
